,R001,R002,R003,R004,R005,R006,R007,R008,R009,R010,R011,R012,R013,R014,R015,R016,R017,R018,R019,R020,R021,R022,R023,R024,R025,R026,R027,R028,R029,R030,R031,R032,R033,R034,R035,R036,R037,R038,R039,R040,R041,R042,R043,R044,R045,R046,R047,R048,R049,R050,R051,R052,R053,R054,R055,R056,R057,R058,R059,R060,R061,R062,R063,R064,R065,R066,R067,R068,R069,R070,R071,R072,R073,R074,R075,R076,R077,R078,R079,R080,R081,R082,R083,R084,R085,R086,R087,R088,R089,R090
R060,0.1189,0.1520,0.0940,0.2646,0.1373,0.2024,0.0985,0.0387,0.1818,0.1452,0.0814,0.2196,0.2082,0.1349,0.1848,0.1406,0.1435,0.1480,-0.0768,-0.0848,-0.0185,-0.0317,0.1315,0.2038,0.1302,0.1525,0.1294,0.1650,0.2139,0.1592,0.2910,0.2343,0.1898,0.2081,0.2216,0.2326,0.2413,0.2899,0.2296,0.2016,0.1594,0.1806,0.1663,0.2215,0.2368,0.2471,0.1956,0.1761,0.1775,0.1970,0.6672,0.6854,0.6212,0.6293,0.6517,0.6507,0.6739,0.6022,0.5987,1.0000,0.6920,0.6116,0.6704,0.6997,0.5927,0.6795,0.5905,0.6867,0.1122,0.0823,0.1065,0.0716,0.0005,0.0012,0.0684,0.1339,0.1123,0.0590,0.1248,0.0458,0.0863,0.1165,0.2472,0.1339,0.1773,0.1701,0.1542,0.2135,0.1927,0.1279
R061,0.1476,0.1859,0.1273,0.2501,0.1126,0.2532,0.1054,0.0462,0.1588,0.1629,0.1275,0.1987,0.1930,0.1774,0.2137,0.1285,0.1510,0.1313,-0.0966,-0.0857,0.0016,-0.0338,0.1902,0.2706,0.1536,0.1822,0.1583,0.2059,0.0955,0.0888,0.1731,0.1502,0.1029,0.1450,0.1197,0.1249,0.1299,0.1715,0.2122,0.1270,0.1762,0.1113,0.1050,0.1300,0.1286,0.1457,0.0736,0.1207,0.1076,0.1429,0.6751,0.6828,0.6573,0.6776,0.6834,0.6831,0.6628,0.5864,0.6217,0.6920,1.0000,0.6458,0.6599,0.7162,0.6476,0.6431,0.6502,0.7104,0.1261,0.1011,0.1619,0.1189,0.0225,0.0574,0.1102,0.1509,0.1166,0.1170,0.1741,0.0755,0.1140,0.1222,0.2010,0.1604,0.2566,0.1975,0.2172,0.1765,0.2262,0.1629
R062,0.0895,0.0710,0.1065,0.2187,0.0592,0.1960,0.0779,-0.0008,0.0693,0.1401,0.0449,0.1740,0.1668,0.0654,0.0663,0.0362,0.1100,0.0477,-0.0276,-0.0154,0.0622,0.0170,0.1591,0.2195,0.1247,0.1795,0.1552,0.2106,0.2178,0.1676,0.2729,0.2471,0.1964,0.2099,0.2936,0.2645,0.2590,0.2580,0.2907,0.2208,0.1513,0.1552,0.2024,0.2859,0.1835,0.2886,0.1783,0.2102,0.1839,0.1754,0.6887,0.6746,0.6052,0.6862,0.6284,0.6026,0.6735,0.6423,0.6160,0.6116,0.6458,1.0000,0.6785,0.6691,0.6195,0.6996,0.5855,0.7364,0.1662,0.1007,0.1583,0.1496,0.0576,0.0596,0.1636,0.1725,0.1065,0.1117,0.1376,0.0331,0.1243,0.1869,0.2565,0.1885,0.2335,0.1850,0.2046,0.2393,0.3025,0.1501
R063,0.1483,0.1542,0.1034,0.2768,0.1270,0.2325,0.1760,0.0950,0.1410,0.1642,0.0704,0.2079,0.2543,0.1524,0.1682,0.1345,0.1603,0.1146,-0.0554,-0.0602,0.0398,-0.0445,0.1315,0.1835,0.1323,0.1156,0.1099,0.1775,0.2186,0.1463,0.2686,0.2603,0.1484,0.2287,0.1920,0.2020,0.2144,0.2489,0.2758,0.2309,0.2225,0.1696,0.1730,0.2292,0.2339,0.2931,0.2073,0.2068,0.1879,0.2008,0.6474,0.6822,0.5790,0.6437,0.6828,0.6302,0.6880,0.6550,0.6209,0.6704,0.6599,0.6785,1.0000,0.6767,0.6517,0.6768,0.5794,0.6991,0.0886,0.0463,0.1382,0.1043,0.0411,0.0504,0.1204,0.1558,0.1239,0.1286,0.1306,0.0089,0.1010,0.1381,0.2480,0.0970,0.1787,0.1272,0.1588,0.1748,0.2162,0.0831
R064,0.0859,0.1251,0.0669,0.2257,0.0974,0.2075,0.0428,0.0630,0.0914,0.1372,0.0886,0.1642,0.1846,0.1032,0.1461,0.1047,0.1121,0.0723,-0.0085,-0.0204,0.0752,-0.0197,0.1150,0.1624,0.0820,0.1120,0.0915,0.1608,0.0531,0.0509,0.1426,0.1246,0.0665,0.0847,0.1227,0.0919,0.0702,0.1475,0.2602,0.1673,0.1737,0.1633,0.1695,0.1781,0.1740,0.2484,0.1384,0.1517,0.1428,0.1865,0.6534,0.6527,0.6493,0.6711,0.6546,0.6298,0.6741,0.6168,0.6315,0.6997,0.7162,0.6691,0.6767,1.0000,0.6007,0.6581,0.5894,0.7755,0.1039,0.0793,0.1117,0.1089,0.0271,0.0065,0.1035,0.1498,0.0971,0.0784,0.1171,0.0744,0.0530,0.1483,0.2472,0.1088,0.1403,0.1747,0.0906,0.1395,0.1713,0.0864
R065,-0.0439,-0.0140,-0.0261,0.1310,-0.0672,0.0261,-0.0252,-0.1126,0.0032,-0.0283,-0.0699,0.0518,0.0265,-0.0523,0.0145,-0.0191,-0.0048,-0.0779,-0.1833,-0.1668,-0.0751,-0.0964,0.1201,0.1647,0.0613,0.1483,0.0869,0.1582,0.2066,0.1513,0.2703,0.2532,0.1815,0.1536,0.2063,0.2137,0.2148,0.2480,0.1534,0.1174,0.1160,0.0943,0.1024,0.1291,0.1139,0.1905,0.0575,0.0955,0.0902,0.1154,0.6207,0.6306,0.6031,0.6482,0.6079,0.5207,0.5805,0.5985,0.5835,0.5927,0.6476,0.6195,0.6517,0.6007,1.0000,0.6286,0.5426,0.6639,0.2143,0.2042,0.2476,0.2521,0.1143,0.1945,0.2347,0.2727,0.2076,0.2256,0.2191,0.1065,0.0495,0.0470,0.1772,0.1098,0.1309,0.0734,0.1243,0.1153,0.1672,0.0531
R066,0.1058,0.1431,0.0913,0.2065,0.0722,0.1907,0.0851,0.0589,0.1097,0.0954,0.0731,0.1468,0.1974,0.1116,0.1105,0.1093,0.1135,0.0915,-0.0643,-0.0276,0.0331,-0.0171,0.1846,0.2279,0.1423,0.1718,0.1434,0.1939,0.2683,0.2251,0.2862,0.2952,0.2190,0.2417,0.2606,0.3216,0.2716,0.2857,0.2548,0.2488,0.2140,0.2005,0.1775,0.2928,0.1965,0.2614,0.2018,0.1973,0.2045,0.1862,0.6830,0.6668,0.6125,0.6312,0.6401,0.6093,0.6358,0.6307,0.6654,0.6795,0.6431,0.6996,0.6768,0.6581,0.6286,1.0000,0.5891,0.7304,0.2565,0.2065,0.2176,0.1840,0.1545,0.1401,0.2670,0.3044,0.2431,0.2496,0.2248,0.1293,0.1448,0.1981,0.3023,0.2179,0.2316,0.2403,0.2159,0.2832,0.3135,0.2217
R067,0.1105,0.1426,0.1053,0.1989,0.0533,0.2073,0.0858,0.0678,0.0999,0.0857,0.0387,0.1377,0.1527,0.1167,0.1435,0.0903,0.1559,0.0918,-0.1129,-0.1093,-0.0465,-0.0839,0.2258,0.2234,0.1717,0.1924,0.1673,0.2330,0.1362,0.1449,0.2313,0.2094,0.1335,0.1161,0.1410,0.1757,0.2175,0.1861,0.2227,0.1374,0.1581,0.0787,0.1088,0.1440,0.1420,0.2030,0.1469,0.1011,0.1203,0.1609,0.5400,0.5842,0.5961,0.5838,0.5836,0.6154,0.6032,0.5527,0.6408,0.5905,0.6502,0.5855,0.5794,0.5894,0.5426,0.5891,1.0000,0.6004,0.1714,0.1362,0.2036,0.1774,0.1114,0.1009,0.1953,0.2094,0.1634,0.1156,0.1482,0.1041,0.1695,0.1331,0.2207,0.1594,0.1998,0.2238,0.2035,0.2734,0.2192,0.1881
R068,0.0024,0.0597,-0.0191,0.1138,-0.0437,0.0787,-0.0310,-0.0352,-0.0199,0.0154,-0.0161,0.0677,0.0714,0.0093,0.0472,-0.0298,0.0158,-0.0475,-0.0586,-0.0634,0.0390,-0.0269,0.0553,0.1183,0.0606,0.0868,0.0540,0.1051,0.2038,0.1614,0.2768,0.2585,0.1860,0.2252,0.2514,0.2330,0.2103,0.2566,0.2205,0.1456,0.1781,0.1282,0.1349,0.1836,0.1453,0.2108,0.0994,0.1302,0.1024,0.1312,0.6721,0.6481,0.6560,0.6740,0.7008,0.6590,0.7177,0.6610,0.6479,0.6867,0.7104,0.7364,0.6991,0.7755,0.6639,0.7304,0.6004,1.0000,0.1306,0.1233,0.1250,0.1303,0.0699,0.0295,0.1453,0.1718,0.1139,0.1046,0.1423,0.0733,0.0789,0.1560,0.2668,0.1755,0.2170,0.1562,0.1462,0.1568,0.2076,0.1149
R069,0.2178,0.1931,0.1623,0.1931,0.1484,0.2089,0.2145,0.2048,0.1954,0.1992,0.1798,0.1749,0.1992,0.1301,0.1807,0.1461,0.2717,0.1761,-0.0266,0.1120,0.1209,0.0232,0.3271,0.2584,0.2908,0.2418,0.2623,0.2853,0.1319,0.0915,0.1337,0.1351,0.1048,0.0479,0.1195,0.1750,0.1762,0.0106,0.0700,0.1402,0.1773,0.2293,0.1657,0.1442,0.1623,0.0857,0.1353,0.1378,0.1201,0.1227,0.1885,0.0633,0.1180,0.1606,0.1563,0.1835,0.0438,0.2061,0.1812,0.1122,0.1261,0.1662,0.0886,0.1039,0.2143,0.2565,0.1714,0.1306,1.0000,0.6797,0.7183,0.6966,0.6387,0.6813,0.7199,0.7174,0.7302,0.6240,0.6938,0.6547,0.2250,0.1484,0.1891,0.2324,0.1921,0.1833,0.2476,0.1304,0.3316,0.2798
R070,0.1532,0.1663,0.1541,0.1690,0.1157,0.1129,0.1635,0.1609,0.1856,0.1254,0.0845,0.1827,0.1477,0.0353,0.1499,0.1124,0.2009,0.0910,0.0352,0.1177,0.1218,0.1092,0.3645,0.2548,0.3137,0.2779,0.2787,0.3394,0.1683,0.1397,0.1589,0.1054,0.1150,0.0345,0.0934,0.1634,0.1725,0.0276,0.1602,0.2464,0.1748,0.2678,0.2054,0.1535,0.1916,0.1346,0.2060,0.2139,0.1631,0.2021,0.1194,0.0209,0.1035,0.1213,0.1651,0.1197,0.0347,0.1769,0.1636,0.0823,0.1011,0.1007,0.0463,0.0793,0.2042,0.2065,0.1362,0.1233,0.6797,1.0000,0.6464,0.6948,0.6045,0.6411,0.6861,0.6889,0.6653,0.6139,0.6852,0.6152,0.1806,0.0804,0.1589,0.2076,0.1576,0.1644,0.2378,0.1239,0.2506,0.2292
R071,0.2285,0.1146,0.1703,0.1890,0.1626,0.2142,0.2508,0.1852,0.1812,0.2206,0.2131,0.2060,0.1693,0.1627,0.2064,0.1707,0.3016,0.1595,0.0153,0.0968,0.1120,0.0650,0.3361,0.2622,0.3038,0.2361,0.2863,0.3046,0.1170,0.0603,0.0969,0.0756,0.0211,-0.0085,0.0173,0.0887,0.1215,-0.0166,0.1255,0.1920,0.1999,0.2227,0.2353,0.1576,0.1855,0.0946,0.1378,0.1724,0.1387,0.1855,0.2129,0.1087,0.1541,0.1822,0.1777,0.2064,0.0956,0.2385,0.1752,0.1065,0.1619,0.1583,0.1382,0.1117,0.2476,0.2176,0.2036,0.1250,0.7183,0.6464,1.0000,0.7078,0.6650,0.6884,0.7369,0.7233,0.7290,0.6630,0.6789,0.6480,0.2417,0.1655,0.2231,0.2341,0.2147,0.1984,0.2674,0.1435,0.3095,0.2482
R072,0.1739,0.1603,0.2139,0.1583,0.1555,0.1926,0.2252,0.1800,0.2135,0.2021,0.1763,0.1990,0.2046,0.0748,0.1970,0.1403,0.2443,0.1336,-0.0457,0.0331,0.0442,-0.0171,0.3753,0.2934,0.3594,0.3321,0.3420,0.3662,0.2057,0.1386,0.1792,0.1464,0.1316,0.0866,0.1173,0.1934,0.1837,0.0657,0.1668,0.1981,0.1741,0.2736,0.2629,0.1371,0.2006,0.1391,0.1715,0.1958,0.1941,0.2104,0.1848,0.0856,0.1577,0.2052,0.1843,0.1516,0.0822,0.1979,0.1675,0.0716,0.1189,0.1496,0.1043,0.1089,0.2521,0.1840,0.1774,0.1303,0.6966,0.6948,0.7078,1.0000,0.6440,0.7158,0.7100,0.7162,0.6904,0.7030,0.6636,0.5993,0.2226,0.1435,0.2271,0.2274,0.1635,0.1942,0.1983,0.1345,0.2569,0.2412
R073,0.1242,0.1084,0.1305,0.1057,0.0924,0.1655,0.1359,0.1768,0.1045,0.1372,0.1461,0.1730,0.1389,0.0407,0.1037,0.1077,0.1982,0.0893,0.0597,0.0961,0.1291,0.0505,0.3051,0.1725,0.2256,0.2367,0.2140,0.2764,0.1285,0.1061,0.1227,0.0974,0.0502,0.0101,0.0524,0.1741,0.1418,0.0009,0.1755,0.1801,0.1631,0.2852,0.2555,0.1793,0.1826,0.1221,0.2141,0.1221,0.1705,0.1583,0.1296,0.0328,0.1267,0.0637,0.0799,0.0433,0.0049,0.1063,0.0478,0.0005,0.0225,0.0576,0.0411,0.0271,0.1143,0.1545,0.1114,0.0699,0.6387,0.6045,0.6650,0.6440,1.0000,0.6587,0.6835,0.7159,0.7033,0.6469,0.6021,0.6343,0.2589,0.1902,0.1729,0.2769,0.1465,0.2038,0.2165,0.1244,0.2712,0.2134
R074,0.1979,0.1311,0.1680,0.1978,0.1269,0.2173,0.2049,0.1780,0.1971,0.1596,0.1619,0.1810,0.1601,0.0806,0.1742,0.1168,0.2266,0.1376,-0.1107,-0.0209,-0.0387,-0.0859,0.3568,0.2830,0.3214,0.3035,0.2958,0.3442,0.1665,0.1344,0.1840,0.1537,0.1019,0.0794,0.1093,0.1663,0.1958,0.0486,0.1309,0.2184,0.2133,0.3145,0.2563,0.2043,0.2281,0.1398,0.2041,0.2385,0.2134,0.2274,0.1419,0.0255,0.0771,0.0541,0.1418,0.0864,-0.0051,0.1054,0.0741,0.0012,0.0574,0.0596,0.0504,0.0065,0.1945,0.1401,0.1009,0.0295,0.6813,0.6411,0.6884,0.7158,0.6587,1.0000,0.6981,0.7304,0.7481,0.6501,0.6806,0.6577,0.2160,0.1019,0.1574,0.2070,0.1039,0.1381,0.1870,0.0771,0.2181,0.1718
R075,0.2740,0.2125,0.2214,0.2381,0.2180,0.2484,0.2706,0.2521,0.2334,0.2357,0.2100,0.2627,0.2712,0.1681,0.2382,0.1932,0.3341,0.1773,-0.1189,-0.0166,-0.0242,-0.0556,0.3535,0.2384,0.2789,0.2556,0.2982,0.3378,0.1553,0.1404,0.1751,0.1824,0.0962,0.0783,0.1270,0.1881,0.1983,0.0545,0.1447,0.2051,0.1573,0.2789,0.2173,0.1339,0.2005,0.1453,0.1942,0.2118,0.1440,0.2119,0.2097,0.1106,0.1694,0.2088,0.1832,0.2082,0.1092,0.2503,0.1994,0.0684,0.1102,0.1636,0.1204,0.1035,0.2347,0.2670,0.1953,0.1453,0.7199,0.6861,0.7369,0.7100,0.6835,0.6981,1.0000,0.7329,0.7724,0.6710,0.7373,0.6965,0.1545,0.1326,0.1572,0.2387,0.1460,0.1484,0.1822,0.1429,0.2155,0.1873
R076,0.2438,0.1785,0.2118,0.2113,0.1796,0.2442,0.2617,0.2327,0.2205,0.1775,0.2651,0.2409,0.2349,0.1396,0.2154,0.1584,0.2926,0.1854,-0.0329,0.0451,0.0684,-0.0289,0.4234,0.3777,0.3830,0.3586,0.3509,0.3974,0.1676,0.1633,0.1904,0.1727,0.0960,0.0569,0.0832,0.1905,0.2279,0.0755,0.2215,0.2724,0.2744,0.3137,0.2989,0.2269,0.2480,0.2089,0.2464,0.2294,0.2145,0.2528,0.2157,0.1219,0.1545,0.2310,0.2009,0.2263,0.1139,0.2176,0.2030,0.1339,0.1509,0.1725,0.1558,0.1498,0.2727,0.3044,0.2094,0.1718,0.7174,0.6889,0.7233,0.7162,0.7159,0.7304,0.7329,1.0000,0.7492,0.6869,0.7180,0.6605,0.2731,0.1199,0.2480,0.2149,0.1640,0.2113,0.2656,0.1288,0.2840,0.2570
R077,0.2229,0.1973,0.1794,0.2090,0.2212,0.2749,0.2352,0.2702,0.2230,0.2003,0.1887,0.2389,0.2460,0.1921,0.2039,0.1543,0.3001,0.1849,-0.0350,0.0672,0.0422,-0.0157,0.3592,0.2754,0.2855,0.2336,0.2648,0.3329,0.1709,0.1210,0.1700,0.1925,0.0773,0.0346,0.1127,0.1971,0.1871,0.0495,0.1430,0.2224,0.1968,0.2864,0.2402,0.1904,0.2183,0.1428,0.2364,0.1581,0.1715,0.2402,0.1976,0.0757,0.1788,0.1243,0.1775,0.1665,0.0705,0.2386,0.1855,0.1123,0.1166,0.1065,0.1239,0.0971,0.2076,0.2431,0.1634,0.1139,0.7302,0.6653,0.7290,0.6904,0.7033,0.7481,0.7724,0.7492,1.0000,0.6318,0.7284,0.6321,0.2726,0.1207,0.1946,0.2524,0.1605,0.1982,0.2311,0.1361,0.2606,0.2764
R078,0.1695,0.1330,0.1470,0.1520,0.1163,0.2086,0.2005,0.1492,0.1594,0.1883,0.1562,0.1652,0.1676,0.0937,0.1581,0.1331,0.2258,0.1517,0.0916,0.0920,0.1817,0.0930,0.3593,0.2408,0.2990,0.2963,0.2714,0.2853,0.1948,0.1510,0.1649,0.1046,0.0713,0.0500,0.0934,0.1975,0.1748,-0.0023,0.2031,0.2087,0.2120,0.2864,0.2560,0.2094,0.2285,0.1567,0.1480,0.1950,0.1777,0.1829,0.1681,0.0856,0.1345,0.1799,0.1538,0.1694,0.0581,0.1899,0.1079,0.0590,0.1170,0.1117,0.1286,0.0784,0.2256,0.2496,0.1156,0.1046,0.6240,0.6139,0.6630,0.7030,0.6469,0.6501,0.6710,0.6869,0.6318,1.0000,0.6197,0.6075,0.2640,0.2128,0.1805,0.2894,0.1796,0.2365,0.2355,0.1857,0.2385,0.2796
R079,0.2756,0.2620,0.2293,0.2841,0.2195,0.2937,0.2727,0.2877,0.2965,0.2632,0.2468,0.2700,0.3060,0.1798,0.2939,0.2367,0.3434,0.2157,-0.0374,0.0470,0.0478,-0.0263,0.3778,0.3302,0.3292,0.3366,0.3227,0.3476,0.1823,0.2209,0.2312,0.1853,0.1761,0.0982,0.1502,0.2155,0.2757,0.1054,0.1740,0.2728,0.2365,0.3382,0.2495,0.2195,0.2957,0.2002,0.2340,0.2508,0.1955,0.2711,0.2038,0.0761,0.1199,0.1661,0.2033,0.1921,0.0852,0.2158,0.2050,0.1248,0.1741,0.1376,0.1306,0.1171,0.2191,0.2248,0.1482,0.1423,0.6938,0.6852,0.6789,0.6636,0.6021,0.6806,0.7373,0.7180,0.7284,0.6197,1.0000,0.6375,0.2001,0.1862,0.1861,0.2582,0.1885,0.1517,0.2313,0.1452,0.2599,0.2525
R080,0.2466,0.1725,0.2206,0.2151,0.1993,0.2356,0.2988,0.2750,0.2359,0.2347,0.2549,0.2295,0.2143,0.1473,0.2689,0.2554,0.2815,0.1951,0.0489,0.1666,0.1406,0.1033,0.3149,0.2413,0.3026,0.2932,0.2757,0.3261,0.2006,0.1618,0.1734,0.1359,0.1313,0.1026,0.1097,0.1641,0.1947,0.0419,0.1877,0.2476,0.2469,0.3365,0.2682,0.1735,0.2743,0.1678,0.2178,0.2596,0.2099,0.2338,0.0528,-0.0285,0.0518,0.0562,0.0748,0.1617,0.0414,0.1307,0.0663,0.0458,0.0755,0.0331,0.0089,0.0744,0.1065,0.1293,0.1041,0.0733,0.6547,0.6152,0.6480,0.5993,0.6343,0.6577,0.6965,0.6605,0.6321,0.6075,0.6375,1.0000,0.1958,0.1695,0.1660,0.2353,0.1778,0.1495,0.2049,0.1351,0.2350,0.2073
R081,0.0468,0.0410,0.0645,0.0549,-0.0177,0.1461,0.0450,0.1114,0.0175,0.0768,0.0638,0.0956,0.0455,0.1006,0.0813,0.0343,0.0898,0.0514,0.0677,0.2253,0.2708,0.1783,0.2402,0.2394,0.1974,0.1890,0.1165,0.1820,0.1905,0.1988,0.1906,0.1419,0.1056,0.0937,0.1840,0.1901,0.1928,0.1591,0.0818,0.1321,0.1151,0.1415,0.1377,0.1617,0.0437,0.0338,0.0562,0.0321,0.0210,0.0814,0.1148,0.1537,0.1761,0.0714,0.0837,0.1694,0.1313,0.0517,0.0791,0.0863,0.1140,0.1243,0.1010,0.0530,0.0495,0.1448,0.1695,0.0789,0.2250,0.1806,0.2417,0.2226,0.2589,0.2160,0.1545,0.2731,0.2726,0.2640,0.2001,0.1958,1.0000,0.5800,0.5194,0.6073,0.5785,0.6365,0.6796,0.5844,0.5256,0.6073
R082,0.1024,0.1172,0.0977,0.1797,0.0386,0.1959,0.0143,0.2070,0.0926,0.1972,0.1451,0.0756,0.1111,0.1549,0.1247,0.1497,0.2057,0.0882,0.0748,0.1963,0.2120,0.1803,0.1874,0.1607,0.1637,0.1644,0.1015,0.1156,0.0656,0.1246,0.0665,0.0987,0.0335,0.0668,0.1049,0.0831,0.1032,0.1030,0.0232,0.0352,-0.0188,0.0758,0.0643,0.0650,0.0318,-0.0034,-0.0330,-0.0413,-0.0107,-0.0213,0.1916,0.1331,0.1588,0.0869,0.1392,0.1632,0.1222,0.0739,0.1174,0.1165,0.1222,0.1869,0.1381,0.1483,0.0470,0.1981,0.1331,0.1560,0.1484,0.0804,0.1655,0.1435,0.1902,0.1019,0.1326,0.1199,0.1207,0.2128,0.1862,0.1695,0.5800,1.0000,0.5241,0.6318,0.6040,0.5729,0.6097,0.6207,0.5268,0.5511
R083,0.0024,0.0706,0.0384,0.0730,0.0126,0.1116,0.0379,0.0619,0.0358,0.0581,0.0755,0.1102,0.0448,0.1199,0.0608,0.0480,0.0995,0.0014,-0.0309,0.0627,0.1516,0.0643,0.0927,0.0777,0.1058,0.1013,0.0214,0.0979,0.2236,0.2397,0.2010,0.1906,0.1496,0.1677,0.2020,0.1787,0.2432,0.1972,0.0588,0.0469,0.0510,0.0940,0.0894,0.1455,0.0490,0.0584,0.0477,0.0112,0.0286,0.0883,0.2671,0.2136,0.2110,0.1906,0.1760,0.3136,0.1967,0.2204,0.2279,0.2472,0.2010,0.2565,0.2480,0.2472,0.1772,0.3023,0.2207,0.2668,0.1891,0.1589,0.2231,0.2271,0.1729,0.1574,0.1572,0.2480,0.1946,0.1805,0.1861,0.1660,0.5194,0.5241,1.0000,0.5131,0.5503,0.5308,0.5419,0.5749,0.5190,0.5929
R084,-0.0134,0.0601,0.0366,0.0499,-0.0134,0.1452,-0.0107,0.0722,0.0039,0.0500,0.0791,0.0782,0.0474,0.0538,0.0403,0.0284,0.1121,0.0285,0.0668,0.1855,0.2477,0.1527,0.1676,0.1333,0.1280,0.1245,0.0520,0.0909,0.2322,0.2442,0.2232,0.2030,0.1308,0.1662,0.2037,0.2024,0.2034,0.2020,0.0714,0.1038,0.0882,0.1328,0.1493,0.1642,0.0472,0.0570,0.0258,0.0559,0.0642,0.0916,0.2016,0.1543,0.2314,0.0951,0.1734,0.1831,0.1654,0.1403,0.1192,0.1339,0.1604,0.1885,0.0970,0.1088,0.1098,0.2179,0.1594,0.1755,0.2324,0.2076,0.2341,0.2274,0.2769,0.2070,0.2387,0.2149,0.2524,0.2894,0.2582,0.2353,0.6073,0.6318,0.5131,1.0000,0.5898,0.5922,0.6120,0.6549,0.6042,0.5533
R085,0.0213,0.0944,0.0165,0.0460,-0.0198,0.1037,0.0155,0.0465,0.0178,0.0690,0.0488,0.0686,0.0384,0.0690,0.0495,0.0640,0.1036,0.0180,0.0604,0.2548,0.2777,0.2392,0.1843,0.2362,0.1870,0.1425,0.1071,0.1499,0.2389,0.2771,0.1870,0.1925,0.1654,0.2185,0.2675,0.2250,0.2513,0.2461,0.0775,0.0760,0.0666,0.1056,0.0812,0.1051,0.0613,0.0399,0.0135,0.0051,-0.0113,0.0561,0.2204,0.1870,0.2200,0.0995,0.1420,0.2651,0.1733,0.1396,0.1153,0.1773,0.2566,0.2335,0.1787,0.1403,0.1309,0.2316,0.1998,0.2170,0.1921,0.1576,0.2147,0.1635,0.1465,0.1039,0.1460,0.1640,0.1605,0.1796,0.1885,0.1778,0.5785,0.6040,0.5503,0.5898,1.0000,0.5733,0.6304,0.5922,0.5507,0.5897
R086,0.1093,0.1669,0.1157,0.1415,0.0902,0.2407,0.0437,0.1473,0.1155,0.1680,0.1198,0.1641,0.1097,0.1927,0.1190,0.1204,0.1805,0.1134,0.1311,0.3046,0.2629,0.1859,0.1685,0.1646,0.1517,0.1058,0.0484,0.1404,0.1625,0.1534,0.1581,0.1985,0.1189,0.0691,0.1920,0.1495,0.1560,0.1283,0.1041,0.1810,0.1604,0.1760,0.1678,0.1831,0.0852,0.0586,0.0980,0.0920,0.1282,0.1036,0.2315,0.1803,0.2254,0.1042,0.1393,0.2076,0.1725,0.0866,0.1466,0.1701,0.1975,0.1850,0.1272,0.1747,0.0734,0.2403,0.2238,0.1562,0.1833,0.1644,0.1984,0.1942,0.2038,0.1381,0.1484,0.2113,0.1982,0.2365,0.1517,0.1495,0.6365,0.5729,0.5308,0.5922,0.5733,1.0000,0.6187,0.5856,0.5896,0.6183
R087,0.1588,0.1374,0.1584,0.2010,0.1102,0.2384,0.1319,0.2011,0.1517,0.1732,0.1605,0.1638,0.1808,0.1866,0.1474,0.1630,0.2219,0.1810,0.0477,0.2132,0.2109,0.2262,0.1709,0.2063,0.2013,0.1568,0.1047,0.1002,0.1721,0.2012,0.2197,0.1635,0.1254,0.1329,0.1338,0.1380,0.1789,0.1367,0.0813,0.1312,0.1021,0.1123,0.0840,0.1746,0.0651,0.0278,0.0298,0.0367,0.0182,0.0704,0.2184,0.1567,0.1991,0.1046,0.1989,0.2358,0.2011,0.0945,0.1076,0.1542,0.2172,0.2046,0.1588,0.0906,0.1243,0.2159,0.2035,0.1462,0.2476,0.2378,0.2674,0.1983,0.2165,0.1870,0.1822,0.2656,0.2311,0.2355,0.2313,0.2049,0.6796,0.6097,0.5419,0.6120,0.6304,0.6187,1.0000,0.6377,0.6605,0.6767
R088,0.1167,0.1932,0.1669,0.1749,0.1145,0.2678,0.0904,0.1771,0.1203,0.1621,0.1576,0.1646,0.1483,0.1934,0.1558,0.1452,0.2254,0.1393,0.0288,0.1830,0.1859,0.1980,0.2321,0.1833,0.1941,0.1365,0.1115,0.1317,0.2539,0.2946,0.2505,0.2381,0.2085,0.2294,0.2341,0.2697,0.2520,0.2603,0.1027,0.1058,0.0568,0.1056,0.1356,0.1254,0.0498,0.0764,0.0150,0.0554,0.0471,0.0845,0.2122,0.2403,0.1917,0.1362,0.2511,0.2486,0.2095,0.1691,0.1786,0.2135,0.1765,0.2393,0.1748,0.1395,0.1153,0.2832,0.2734,0.1568,0.1304,0.1239,0.1435,0.1345,0.1244,0.0771,0.1429,0.1288,0.1361,0.1857,0.1452,0.1351,0.5844,0.6207,0.5749,0.6549,0.5922,0.5856,0.6377,1.0000,0.5586,0.6353
R089,0.1246,0.1844,0.1628,0.2053,0.1580,0.2875,0.1525,0.2009,0.1521,0.2102,0.1815,0.2164,0.1625,0.2261,0.1340,0.1665,0.2593,0.1771,0.0997,0.2788,0.2744,0.1717,0.1923,0.2136,0.1480,0.1412,0.0837,0.1667,0.1945,0.1622,0.1623,0.1827,0.1067,0.1372,0.1827,0.1514,0.1661,0.1528,0.0823,0.1367,0.1495,0.1805,0.1424,0.2087,0.0519,0.0540,0.1092,0.0889,0.0644,0.0539,0.3146,0.1740,0.1886,0.1555,0.2214,0.2185,0.1881,0.1439,0.2215,0.1927,0.2262,0.3025,0.2162,0.1713,0.1672,0.3135,0.2192,0.2076,0.3316,0.2506,0.3095,0.2569,0.2712,0.2181,0.2155,0.2840,0.2606,0.2385,0.2599,0.2350,0.5256,0.5268,0.5190,0.6042,0.5507,0.5896,0.6605,0.5586,1.0000,0.5592
