,R001,R002,R003,R004,R005,R006,R007,R008,R009,R010,R011,R012,R013,R014,R015,R016,R017,R018,R019,R020,R021,R022,R023,R024,R025,R026,R027,R028,R029,R030,R031,R032,R033,R034,R035,R036,R037,R038,R039,R040,R041,R042,R043,R044,R045,R046,R047,R048,R049,R050,R051,R052,R053,R054,R055,R056,R057,R058,R059,R060,R061,R062,R063,R064,R065,R066,R067,R068,R069,R070,R071,R072,R073,R074,R075,R076,R077,R078,R079,R080,R081,R082,R083,R084,R085,R086,R087,R088,R089,R090
R060,0.2329,0.2109,0.2673,0.3828,0.2091,0.2934,0.3051,0.2012,0.2623,0.2923,0.2421,0.3276,0.3579,0.2414,0.2842,0.2363,0.3665,0.2480,-0.1714,-0.1943,-0.0492,-0.2224,0.2986,0.3318,0.2086,0.2430,0.2535,0.3378,0.2601,0.1725,0.3744,0.3475,0.1699,0.2709,0.2798,0.2494,0.3022,0.3006,0.3461,0.3924,0.3005,0.2901,0.3689,0.3218,0.3382,0.3596,0.3069,0.3598,0.2994,0.2896,0.7671,0.7337,0.7762,0.7997,0.7347,0.7505,0.7630,0.7717,0.7432,1.0000,0.7371,0.7739,0.7862,0.7915,0.7707,0.7658,0.7133,0.7584,0.3808,0.2839,0.3970,0.3470,0.2425,0.2510,0.3818,0.4127,0.4024,0.3151,0.4045,0.2840,0.0770,0.1043,0.2610,0.2092,0.1554,0.1593,0.1009,0.2509,0.3258,0.1661
R061,0.3229,0.2376,0.2761,0.4455,0.2014,0.3671,0.3324,0.1937,0.3255,0.3160,0.2761,0.3200,0.3896,0.2943,0.3032,0.2890,0.4047,0.2956,-0.1646,-0.1241,0.0217,-0.1665,0.3437,0.4261,0.2865,0.2849,0.3110,0.4055,0.1127,0.0529,0.1708,0.2007,0.0469,0.1400,0.1373,0.1084,0.1611,0.1168,0.2254,0.2859,0.2425,0.2117,0.2755,0.2082,0.2566,0.2367,0.1812,0.2497,0.2388,0.2257,0.7313,0.6727,0.7690,0.7793,0.7370,0.7308,0.7161,0.7069,0.6988,0.7371,1.0000,0.7402,0.7593,0.7509,0.7573,0.7100,0.7103,0.7008,0.4250,0.3033,0.4353,0.3698,0.2155,0.3171,0.3999,0.4433,0.4085,0.3421,0.4507,0.3326,0.0513,0.0591,0.2032,0.1572,0.1956,0.1739,0.1840,0.0768,0.2900,0.1990
R062,0.1541,0.1592,0.1644,0.3031,0.1213,0.2439,0.2370,0.0706,0.1581,0.2348,0.1345,0.2677,0.2885,0.1489,0.1724,0.1741,0.2717,0.1484,-0.2838,-0.2499,-0.0822,-0.2199,0.2562,0.2962,0.1469,0.1985,0.2364,0.3078,0.1418,0.0374,0.1833,0.1766,0.0242,0.1011,0.1927,0.1574,0.1794,0.1515,0.2673,0.2764,0.1890,0.2145,0.2729,0.2561,0.2432,0.2776,0.2260,0.2223,0.1924,0.1884,0.7482,0.7399,0.7490,0.7829,0.6991,0.7127,0.7202,0.7284,0.7288,0.7739,0.7402,1.0000,0.7914,0.7743,0.7399,0.7959,0.6859,0.7876,0.3602,0.2603,0.3552,0.3231,0.2657,0.2667,0.4391,0.3976,0.3665,0.2909,0.3507,0.2256,-0.0362,0.0506,0.2190,0.1197,0.1271,0.0405,0.0389,0.1254,0.2750,0.1408
R063,0.2160,0.1551,0.1970,0.3329,0.1512,0.2936,0.2969,0.1876,0.2431,0.2699,0.1915,0.3334,0.3475,0.2272,0.2490,0.2016,0.3444,0.1868,-0.1813,-0.2475,-0.0574,-0.2620,0.2087,0.2500,0.1464,0.1551,0.1854,0.3008,0.1535,0.0384,0.2110,0.2438,0.0128,0.1267,0.1395,0.1243,0.1963,0.1503,0.3178,0.3430,0.3178,0.2916,0.3263,0.2998,0.3490,0.3659,0.3008,0.3366,0.2749,0.2827,0.7491,0.7391,0.7651,0.8428,0.7963,0.7421,0.8168,0.8191,0.7816,0.7862,0.7593,0.7914,1.0000,0.8156,0.8201,0.7709,0.6861,0.8081,0.3589,0.3085,0.4618,0.3744,0.2962,0.3198,0.5029,0.4691,0.4518,0.3478,0.4313,0.3168,0.0645,0.1118,0.2958,0.1738,0.1530,0.1401,0.1024,0.1357,0.2976,0.1633
R064,0.2517,0.2244,0.2548,0.4425,0.2344,0.3546,0.2825,0.2283,0.2830,0.3056,0.2868,0.3770,0.4187,0.2518,0.3029,0.2591,0.3936,0.2538,-0.1328,-0.2002,-0.0329,-0.1993,0.2335,0.2722,0.1494,0.1846,0.2194,0.2929,0.1196,0.1020,0.2026,0.2606,0.0727,0.1433,0.1770,0.1365,0.1919,0.1670,0.3091,0.2789,0.2975,0.2511,0.3113,0.2658,0.2851,0.3181,0.2658,0.2896,0.2477,0.2783,0.7850,0.7220,0.7693,0.7725,0.7088,0.7204,0.7397,0.7622,0.7858,0.7915,0.7509,0.7743,0.8156,1.0000,0.7272,0.7467,0.6620,0.8171,0.3760,0.2753,0.3595,0.3848,0.2687,0.3087,0.4415,0.4479,0.4299,0.2981,0.4179,0.3365,-0.0620,0.0563,0.2780,0.1280,0.0627,0.1318,-0.0151,0.1019,0.2350,0.1209
R065,0.0697,-0.0286,0.0586,0.2290,0.0031,0.1294,0.1148,0.0361,0.1133,0.0716,0.0593,0.1576,0.1577,0.0633,0.0921,0.0773,0.2191,0.0557,-0.1924,-0.1712,-0.0243,-0.1268,0.2508,0.2482,0.1397,0.1553,0.1835,0.2970,0.1336,0.0351,0.2017,0.2309,0.0301,0.0742,0.1619,0.1126,0.1336,0.1328,0.2249,0.2147,0.1868,0.1959,0.2458,0.1860,0.2409,0.2143,0.1948,0.2100,0.1977,0.1939,0.7012,0.7148,0.8064,0.8055,0.7210,0.6626,0.7401,0.7821,0.7007,0.7707,0.7573,0.7399,0.8201,0.7272,1.0000,0.7375,0.6715,0.7736,0.4375,0.3972,0.4752,0.4248,0.3380,0.3602,0.4929,0.5029,0.4937,0.3706,0.4220,0.3368,0.0837,0.1113,0.2667,0.2008,0.1098,0.1402,0.1586,0.1169,0.2704,0.1367
R066,0.1882,0.1954,0.1967,0.3260,0.1608,0.2837,0.2627,0.1696,0.2375,0.2294,0.1877,0.2610,0.3011,0.2341,0.2186,0.2019,0.3221,0.1990,-0.2342,-0.2461,-0.0787,-0.2395,0.2911,0.2894,0.1979,0.1728,0.2580,0.3378,0.2437,0.1839,0.2947,0.3163,0.1153,0.2125,0.2496,0.2440,0.2601,0.2263,0.3099,0.3514,0.2896,0.2850,0.3505,0.3105,0.2944,0.3198,0.2813,0.3066,0.2815,0.3076,0.7592,0.7599,0.7779,0.7523,0.7417,0.6772,0.7220,0.7501,0.7648,0.7658,0.7100,0.7959,0.7709,0.7467,0.7375,1.0000,0.6665,0.8194,0.4330,0.3627,0.4399,0.3980,0.3331,0.3854,0.5491,0.5056,0.4821,0.3951,0.4283,0.3243,-0.0059,0.0897,0.2666,0.1886,0.1070,0.1406,0.0638,0.2094,0.2916,0.1614
R067,0.2595,0.2672,0.2508,0.3816,0.2054,0.3502,0.3265,0.2358,0.2887,0.3273,0.2542,0.3057,0.3460,0.2907,0.2794,0.2793,0.4308,0.2648,-0.1672,-0.1337,-0.0206,-0.1398,0.3705,0.3559,0.3145,0.3033,0.3125,0.4075,0.1519,0.1275,0.2717,0.3034,0.1047,0.1960,0.2001,0.1700,0.2618,0.1983,0.2834,0.2702,0.2429,0.1775,0.2746,0.2008,0.2340,0.2797,0.2743,0.2676,0.2504,0.2094,0.6653,0.6829,0.6822,0.6932,0.6768,0.7135,0.6395,0.7234,0.6634,0.7133,0.7103,0.6859,0.6861,0.6620,0.6715,0.6665,1.0000,0.6588,0.4360,0.3738,0.5011,0.4307,0.3300,0.3797,0.5147,0.5527,0.4628,0.3581,0.4217,0.3787,0.0645,0.0607,0.2249,0.1283,0.1488,0.2120,0.1289,0.2287,0.2773,0.2025
R068,0.1284,0.1097,0.0899,0.2792,0.0628,0.1714,0.1923,0.0799,0.1241,0.1438,0.1086,0.2253,0.2560,0.1053,0.1422,0.1171,0.2365,0.0599,-0.1882,-0.1935,-0.0501,-0.2236,0.1857,0.2225,0.1412,0.1269,0.1943,0.2742,0.1999,0.1759,0.3054,0.3251,0.1448,0.2194,0.2593,0.2227,0.2756,0.2509,0.2832,0.2595,0.2858,0.2131,0.2771,0.2030,0.2664,0.2895,0.2103,0.2377,0.1865,0.2410,0.7072,0.6997,0.7972,0.7896,0.7268,0.7183,0.7843,0.8080,0.7449,0.7584,0.7008,0.7876,0.8081,0.8171,0.7736,0.8194,0.6588,1.0000,0.3911,0.3149,0.3897,0.3678,0.3227,0.2661,0.5018,0.4490,0.4185,0.3169,0.4208,0.3446,-0.0582,0.0701,0.2216,0.1953,0.1324,0.0473,-0.0071,0.1015,0.1643,0.0694
R069,0.2345,0.1321,0.1727,0.2605,0.1762,0.1783,0.1651,0.1020,0.1893,0.1419,0.0973,0.1420,0.1794,0.1142,0.1947,0.1174,0.2747,0.2184,-0.1033,0.0351,0.1123,-0.0262,0.3662,0.2900,0.3391,0.2342,0.3002,0.2997,0.0559,-0.0308,0.0814,0.1065,0.0566,0.0439,0.0751,0.0521,0.0718,-0.0160,0.1640,0.1477,0.1769,0.1546,0.0864,0.0952,0.1356,0.0539,-0.0064,0.1246,0.1074,0.1147,0.4499,0.3203,0.4406,0.3944,0.4039,0.4546,0.3241,0.4097,0.4366,0.3808,0.4250,0.3602,0.3589,0.3760,0.4375,0.4330,0.4360,0.3911,1.0000,0.6626,0.7295,0.7273,0.5233,0.6824,0.6700,0.6950,0.6902,0.5838,0.6470,0.5922,0.2307,0.0835,0.1094,0.2148,0.1865,0.2035,0.2740,0.1030,0.3033,0.2528
R070,0.1605,0.0880,0.1293,0.1953,0.0964,0.1107,0.0462,0.0862,0.1298,0.0362,-0.0068,0.1339,0.0778,-0.0332,0.1467,0.0334,0.1821,0.0935,0.0502,0.0900,0.1883,0.1062,0.4602,0.3032,0.3552,0.3005,0.3454,0.4196,0.1006,0.0600,0.1221,0.0829,0.0212,0.0025,0.0139,0.0372,0.0998,-0.0000,0.2190,0.2306,0.2140,0.1940,0.1817,0.1046,0.1621,0.1295,0.1239,0.2247,0.1627,0.1630,0.2649,0.1957,0.4108,0.2901,0.3030,0.3208,0.2563,0.3509,0.2916,0.2839,0.3033,0.2603,0.3085,0.2753,0.3972,0.3627,0.3738,0.3149,0.6626,1.0000,0.7273,0.7600,0.6133,0.6861,0.6923,0.7341,0.6706,0.6656,0.6476,0.5966,0.2495,0.1391,0.1670,0.3194,0.2403,0.2830,0.2887,0.1614,0.2863,0.2539
R071,0.2256,0.0631,0.1424,0.2347,0.1732,0.1588,0.1457,0.0915,0.1587,0.1483,0.0576,0.1533,0.1154,0.1358,0.1606,0.0708,0.3013,0.1740,-0.0866,-0.0562,0.0682,-0.0033,0.3825,0.2142,0.3106,0.1581,0.2656,0.2891,0.1059,0.0041,0.0923,0.0750,-0.0062,0.0269,0.0314,0.0367,0.0639,0.0014,0.2251,0.2213,0.1793,0.1821,0.1652,0.1330,0.1726,0.1227,0.1033,0.2034,0.1506,0.1683,0.4077,0.3449,0.4663,0.4155,0.4188,0.4395,0.3489,0.4854,0.4194,0.3970,0.4353,0.3552,0.4618,0.3595,0.4752,0.4399,0.5011,0.3897,0.7295,0.7273,1.0000,0.7585,0.6171,0.7288,0.7200,0.7447,0.7845,0.6693,0.6663,0.5998,0.2581,0.1573,0.2034,0.2438,0.2312,0.2759,0.2948,0.1586,0.3142,0.2413
R072,0.2685,0.1461,0.2919,0.2723,0.2605,0.2336,0.2151,0.1615,0.2768,0.2471,0.1414,0.2561,0.2018,0.1143,0.2724,0.2228,0.3056,0.2122,-0.0119,0.0664,0.1030,0.0437,0.4367,0.3049,0.4002,0.3120,0.3847,0.4054,0.2012,0.1087,0.1666,0.1907,0.1435,0.1286,0.1213,0.1597,0.1587,0.0924,0.3669,0.3422,0.2994,0.3611,0.3229,0.2482,0.2905,0.2758,0.2437,0.3742,0.3378,0.3221,0.3381,0.2824,0.4434,0.3557,0.3508,0.3479,0.3438,0.4113,0.3733,0.3470,0.3698,0.3231,0.3744,0.3848,0.4248,0.3980,0.4307,0.3678,0.7273,0.7600,0.7585,1.0000,0.6445,0.7416,0.7503,0.7732,0.7375,0.7075,0.6772,0.6552,0.2034,0.1329,0.2306,0.2603,0.1594,0.3115,0.2324,0.1402,0.2385,0.2258
R073,0.0128,-0.0234,0.0302,0.0824,0.0068,0.0321,-0.0286,-0.0001,-0.0174,0.0254,-0.0656,0.0860,-0.0090,-0.0771,0.0134,-0.0643,0.1008,-0.0191,0.0216,-0.0224,0.0750,-0.0059,0.2690,0.0900,0.1254,0.1750,0.1668,0.2260,0.1420,0.0957,0.1570,0.1484,0.0938,0.0879,0.0917,0.1348,0.1365,0.0590,0.3241,0.2394,0.1942,0.3162,0.2403,0.2481,0.2351,0.2338,0.2086,0.2096,0.2706,0.2272,0.3084,0.2640,0.4119,0.2520,0.2557,0.2729,0.2652,0.3358,0.2589,0.2425,0.2155,0.2657,0.2962,0.2687,0.3380,0.3331,0.3300,0.3227,0.5233,0.6133,0.6171,0.6445,1.0000,0.6553,0.6623,0.7031,0.6518,0.6246,0.5048,0.5807,0.1834,0.1154,0.0762,0.2255,0.0678,0.2371,0.1322,0.0122,0.1600,0.0512
R074,0.2474,0.1174,0.2335,0.2490,0.1845,0.2619,0.1331,0.1358,0.2274,0.1478,0.1144,0.2001,0.1533,0.0822,0.1991,0.1684,0.2814,0.1794,-0.1209,-0.0081,0.0062,-0.0431,0.3858,0.2646,0.3177,0.2251,0.2913,0.3503,0.1691,0.0754,0.1722,0.1904,0.1127,0.1285,0.1420,0.1706,0.1887,0.1197,0.2481,0.2714,0.2264,0.3045,0.2821,0.2523,0.2448,0.2064,0.2195,0.2501,0.2777,0.2569,0.3587,0.2295,0.3747,0.2768,0.3147,0.3212,0.2464,0.3399,0.3058,0.2510,0.3171,0.2667,0.3198,0.3087,0.3602,0.3854,0.3797,0.2661,0.6824,0.6861,0.7288,0.7416,0.6553,1.0000,0.7088,0.7438,0.8036,0.6713,0.6366,0.6375,0.2649,0.0983,0.1461,0.2361,0.1017,0.2764,0.1720,0.0768,0.2216,0.1247
R075,0.3148,0.1900,0.2370,0.3187,0.2336,0.2801,0.2066,0.2428,0.2398,0.2099,0.1401,0.2582,0.2695,0.1366,0.2505,0.1818,0.3239,0.2115,-0.2017,-0.1394,-0.0670,-0.0998,0.3605,0.2040,0.2846,0.2294,0.3112,0.3502,0.1201,0.0581,0.1789,0.2127,0.0485,0.0922,0.1177,0.1125,0.1539,0.0529,0.2999,0.2960,0.2414,0.2620,0.2259,0.1743,0.2421,0.2314,0.2030,0.2574,0.2179,0.2385,0.4641,0.3705,0.5447,0.4771,0.4537,0.4912,0.4150,0.5016,0.4820,0.3818,0.3999,0.4391,0.5029,0.4415,0.4929,0.5491,0.5147,0.5018,0.6700,0.6923,0.7200,0.7503,0.6623,0.7088,1.0000,0.7640,0.7892,0.6629,0.6770,0.6341,0.1544,0.1481,0.1356,0.2532,0.1320,0.2390,0.2411,0.1483,0.2392,0.1548
R076,0.3365,0.1667,0.2840,0.3234,0.2406,0.2843,0.2015,0.1943,0.2817,0.2252,0.2105,0.2691,0.2457,0.1456,0.2951,0.2027,0.3551,0.2479,-0.0479,-0.0499,0.0704,-0.0269,0.4818,0.3883,0.4186,0.3438,0.4192,0.4573,0.1443,0.1488,0.2154,0.2214,0.1417,0.1156,0.0865,0.1909,0.2154,0.1283,0.4039,0.3860,0.3724,0.3594,0.3273,0.3182,0.3617,0.3577,0.3064,0.3466,0.3359,0.3562,0.4647,0.3669,0.5202,0.4711,0.4055,0.4989,0.4309,0.4574,0.4810,0.4127,0.4433,0.3976,0.4691,0.4479,0.5029,0.5056,0.5527,0.4490,0.6950,0.7341,0.7447,0.7732,0.7031,0.7438,0.7640,1.0000,0.7558,0.6883,0.7372,0.5943,0.2202,0.0896,0.2014,0.1695,0.1008,0.2871,0.2378,0.0538,0.2491,0.2149
R077,0.3267,0.1607,0.2498,0.3327,0.2275,0.3184,0.1936,0.2243,0.2654,0.2106,0.1259,0.2761,0.2541,0.1779,0.2797,0.1537,0.3437,0.2347,-0.1588,-0.1268,-0.0424,-0.0995,0.3264,0.2511,0.2454,0.1370,0.2454,0.3064,0.1999,0.0814,0.2412,0.2729,0.1050,0.1497,0.1511,0.2169,0.1852,0.1471,0.2895,0.3376,0.2896,0.3099,0.3090,0.2708,0.2827,0.2444,0.2432,0.2379,0.2545,0.3067,0.4728,0.3706,0.5143,0.4064,0.4182,0.4193,0.3840,0.5175,0.4223,0.4024,0.4085,0.3665,0.4518,0.4299,0.4937,0.4821,0.4628,0.4185,0.6902,0.6706,0.7845,0.7375,0.6518,0.8036,0.7892,0.7558,1.0000,0.6400,0.7056,0.6025,0.2699,0.0997,0.1305,0.2516,0.1620,0.2869,0.2441,0.1489,0.2449,0.2512
R078,0.1575,0.0739,0.1723,0.2266,0.1648,0.1854,0.1185,0.1015,0.1745,0.1974,0.0957,0.1395,0.0992,0.0821,0.1955,0.1318,0.2256,0.1801,0.0617,0.0114,0.1353,0.0719,0.4128,0.2477,0.3314,0.2988,0.2961,0.3176,0.2095,0.1074,0.1740,0.1293,0.0686,0.1141,0.0782,0.1569,0.1522,0.0286,0.3137,0.2666,0.2381,0.3208,0.2510,0.2655,0.2800,0.1947,0.1790,0.2956,0.2504,0.2313,0.3345,0.2836,0.4441,0.3156,0.3337,0.3479,0.3302,0.4119,0.3142,0.3151,0.3421,0.2909,0.3478,0.2981,0.3706,0.3951,0.3581,0.3169,0.5838,0.6656,0.6693,0.7075,0.6246,0.6713,0.6629,0.6883,0.6400,1.0000,0.5956,0.6054,0.2500,0.1965,0.1105,0.3058,0.0833,0.2749,0.2300,0.1058,0.2116,0.1949
R079,0.4066,0.2983,0.3596,0.3972,0.3222,0.3740,0.2654,0.3210,0.3756,0.3124,0.2535,0.3292,0.3485,0.2464,0.3690,0.3117,0.4300,0.3134,-0.0438,-0.0384,0.0809,-0.0612,0.4546,0.4183,0.3564,0.3769,0.3932,0.4291,0.1775,0.1810,0.2628,0.2164,0.1762,0.1298,0.1697,0.1744,0.2767,0.1526,0.3259,0.3650,0.3464,0.3326,0.2609,0.2571,0.3785,0.2765,0.2292,0.2872,0.2351,0.2992,0.4025,0.2899,0.4704,0.4080,0.3897,0.4580,0.3199,0.4221,0.4091,0.4045,0.4507,0.3507,0.4313,0.4179,0.4220,0.4283,0.4217,0.4208,0.6470,0.6476,0.6663,0.6772,0.5048,0.6366,0.6770,0.7372,0.7056,0.5956,1.0000,0.5469,0.2242,0.2222,0.1763,0.2783,0.2312,0.2517,0.2420,0.1116,0.2698,0.2573
R080,0.2485,0.1807,0.2622,0.2833,0.2224,0.2354,0.2510,0.2638,0.2178,0.2372,0.1719,0.2352,0.1965,0.1340,0.2840,0.2862,0.3051,0.2253,0.0646,0.2227,0.2175,0.1903,0.3843,0.3137,0.4007,0.3587,0.3873,0.4153,0.3236,0.2229,0.2337,0.2442,0.2615,0.2734,0.2207,0.2146,0.2752,0.1884,0.3779,0.3428,0.3314,0.3897,0.3095,0.2550,0.3206,0.2964,0.2468,0.3610,0.3642,0.3552,0.2772,0.1663,0.3725,0.2181,0.2952,0.3621,0.3144,0.4119,0.2277,0.2840,0.3326,0.2256,0.3168,0.3365,0.3368,0.3243,0.3787,0.3446,0.5922,0.5966,0.5998,0.6552,0.5807,0.6375,0.6341,0.5943,0.6025,0.6054,0.5469,1.0000,0.1758,0.1466,0.1314,0.2272,0.2313,0.2092,0.1999,0.1363,0.2388,0.1286
R081,0.0481,-0.0227,0.0348,0.0662,-0.0669,0.0184,-0.0134,0.0118,0.0279,0.0664,-0.0912,0.0487,-0.1227,-0.0265,0.0344,-0.0581,0.0100,0.0678,0.0002,0.1986,0.2630,0.1714,0.2714,0.1896,0.1992,0.1726,0.1287,0.1419,0.2503,0.2746,0.3000,0.2411,0.2054,0.1993,0.2169,0.2026,0.2430,0.2051,-0.0106,0.1028,0.0639,0.0903,0.0728,0.0928,0.0309,0.0291,0.0300,0.0358,-0.0016,0.0627,-0.0431,0.0819,0.0799,-0.0419,0.0875,0.1167,0.0867,-0.0144,0.0132,0.0770,0.0513,-0.0362,0.0645,-0.0620,0.0837,-0.0059,0.0645,-0.0582,0.2307,0.2495,0.2581,0.2034,0.1834,0.2649,0.1544,0.2202,0.2699,0.2500,0.2242,0.1758,1.0000,0.4080,0.2862,0.4409,0.3961,0.4684,0.5726,0.4620,0.3547,0.4571
R082,0.0769,0.1266,0.1300,0.2501,0.0571,0.0827,-0.0498,0.1969,0.1427,0.2464,0.1096,0.0291,0.0324,0.0810,0.1292,0.0942,0.1636,0.1260,-0.0682,0.1411,0.1260,0.1691,0.2028,0.1165,0.1340,0.1408,0.1634,0.0730,0.0576,0.1774,0.1138,0.1569,0.0745,0.1442,0.0730,0.0138,0.1741,0.1352,-0.1337,-0.0780,-0.1753,-0.0788,-0.1267,-0.1271,-0.0449,-0.0999,-0.1513,-0.1584,-0.1527,-0.1310,0.0612,0.0383,0.1300,0.0519,0.1734,0.1270,0.0913,0.0892,0.1408,0.1043,0.0591,0.0506,0.1118,0.0563,0.1113,0.0897,0.0607,0.0701,0.0835,0.1391,0.1573,0.1329,0.1154,0.0983,0.1481,0.0896,0.0997,0.1965,0.2222,0.1466,0.4080,1.0000,0.3424,0.5084,0.4811,0.3846,0.5195,0.5862,0.3955,0.4087
R083,0.0997,0.1320,0.0891,0.2198,0.1066,0.1269,0.1215,0.1038,0.1699,0.2034,0.0935,0.2012,0.0889,0.1643,0.1036,0.0935,0.1855,0.1307,-0.0525,0.0055,0.1864,-0.0024,0.1677,0.0509,0.1191,0.1201,0.1056,0.1671,0.1873,0.2126,0.2253,0.2084,0.1310,0.1844,0.1354,0.0566,0.2381,0.1837,0.0894,0.0965,0.1014,0.1089,0.1008,0.0995,0.1293,0.1519,0.1237,0.1018,0.0726,0.1430,0.1617,0.1949,0.1864,0.1622,0.1786,0.2864,0.2125,0.2287,0.2683,0.2610,0.2032,0.2190,0.2958,0.2780,0.2667,0.2666,0.2249,0.2216,0.1094,0.1670,0.2034,0.2306,0.0762,0.1461,0.1356,0.2014,0.1305,0.1105,0.1763,0.1314,0.2862,0.3424,1.0000,0.3381,0.3248,0.3582,0.3640,0.4986,0.4358,0.4856
R084,-0.0558,0.0138,0.0165,0.0930,-0.0428,0.0340,-0.0628,0.0090,-0.0081,0.0273,-0.0770,0.0373,-0.0654,-0.0540,0.0253,-0.0273,0.0559,0.0484,-0.0231,0.1692,0.2856,0.0896,0.1987,0.0679,0.0917,0.1134,0.1039,0.0379,0.3085,0.2859,0.3162,0.2596,0.1886,0.2708,0.2193,0.1898,0.2472,0.2373,0.0660,0.0817,0.0473,0.1373,0.1168,0.0672,0.0847,0.0289,0.0499,0.0748,0.0608,0.0971,0.1156,0.1389,0.2445,0.0803,0.2747,0.1619,0.1536,0.1531,0.1264,0.2092,0.1572,0.1197,0.1738,0.1280,0.2008,0.1886,0.1283,0.1953,0.2148,0.3194,0.2438,0.2603,0.2255,0.2361,0.2532,0.1695,0.2516,0.3058,0.2783,0.2272,0.4409,0.5084,0.3381,1.0000,0.4372,0.4401,0.5011,0.5746,0.5067,0.3664
R085,-0.0321,0.0281,-0.0876,0.0476,-0.0763,-0.0431,-0.0562,-0.0041,0.0282,0.0900,-0.1340,-0.0456,-0.0552,-0.0580,-0.0095,-0.0180,0.0432,-0.0418,0.0228,0.3323,0.3148,0.2287,0.2339,0.2494,0.2426,0.1744,0.1853,0.2009,0.2296,0.3051,0.2027,0.2120,0.1676,0.2752,0.2490,0.1707,0.2990,0.2394,-0.0274,0.0226,0.0354,0.0520,-0.0224,-0.0888,0.0602,-0.0026,-0.0586,-0.0131,-0.0581,-0.0538,0.0697,0.0710,0.1818,0.0025,0.1383,0.2085,0.1316,0.0551,0.0631,0.1554,0.1956,0.1271,0.1530,0.0627,0.1098,0.1070,0.1488,0.1324,0.1865,0.2403,0.2312,0.1594,0.0678,0.1017,0.1320,0.1008,0.1620,0.0833,0.2312,0.2313,0.3961,0.4811,0.3248,0.4372,1.0000,0.3906,0.5417,0.4712,0.4372,0.5162
R086,0.1373,0.2231,0.1568,0.2529,0.1161,0.1885,0.0551,0.1426,0.2299,0.2614,0.0664,0.1835,0.1007,0.1472,0.1592,0.0965,0.1973,0.1857,0.0601,0.2791,0.2055,0.0788,0.2932,0.2020,0.2372,0.1579,0.1346,0.1993,0.1987,0.2172,0.2803,0.3258,0.1922,0.1401,0.2060,0.1172,0.2128,0.1323,0.0220,0.1911,0.1537,0.1317,0.1340,0.0616,0.0981,0.0467,0.0891,0.1132,0.1368,0.0942,0.0974,0.1527,0.1787,0.0321,0.1666,0.1481,0.1303,-0.0088,0.1690,0.1593,0.1739,0.0405,0.1401,0.1318,0.1402,0.1406,0.2120,0.0473,0.2035,0.2830,0.2759,0.3115,0.2371,0.2764,0.2390,0.2871,0.2869,0.2749,0.2517,0.2092,0.4684,0.3846,0.3582,0.4401,0.3906,1.0000,0.4979,0.4748,0.4652,0.5405
R087,0.1404,0.1413,0.1062,0.2348,0.0962,0.1274,0.0259,0.1535,0.1168,0.1613,0.0467,0.1049,0.0955,0.1548,0.1126,0.0977,0.2407,0.2068,-0.0275,0.1922,0.1907,0.1936,0.2191,0.1685,0.1898,0.1360,0.1584,0.0569,0.0576,0.1255,0.1694,0.1203,0.0493,0.0996,-0.0012,-0.0315,0.1021,0.0366,-0.1298,-0.0170,-0.0516,-0.0170,-0.0584,-0.0156,-0.0642,-0.1151,-0.1400,-0.0646,-0.1006,-0.0658,0.0575,0.0444,0.1633,0.0538,0.2221,0.2179,0.1379,0.0184,0.0694,0.1009,0.1840,0.0389,0.1024,-0.0151,0.1586,0.0638,0.1289,-0.0071,0.2740,0.2887,0.2948,0.2324,0.1322,0.1720,0.2411,0.2378,0.2441,0.2300,0.2420,0.1999,0.5726,0.5195,0.3640,0.5011,0.5417,0.4979,1.0000,0.5696,0.5909,0.6000
R088,0.0633,0.1657,0.1190,0.1636,0.0810,0.1410,0.0362,0.1570,0.1070,0.2039,0.0310,0.0815,0.0290,0.1364,0.1374,0.0612,0.1637,0.1092,-0.0690,0.1460,0.1291,0.0746,0.1965,0.0534,0.1437,0.0499,0.0932,0.0473,0.2279,0.2797,0.2622,0.2377,0.1876,0.2628,0.1895,0.1748,0.2259,0.2278,-0.0691,0.0083,-0.0484,-0.0071,0.0294,-0.0169,-0.0111,-0.0485,-0.0385,0.0070,-0.0333,0.0016,0.0722,0.1506,0.1235,0.0585,0.2421,0.2293,0.1328,0.1691,0.1782,0.2509,0.0768,0.1254,0.1357,0.1019,0.1169,0.2094,0.2287,0.1015,0.1030,0.1614,0.1586,0.1402,0.0122,0.0768,0.1483,0.0538,0.1489,0.1058,0.1116,0.1363,0.4620,0.5862,0.4986,0.5746,0.4712,0.4748,0.5696,1.0000,0.5510,0.5927
